,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Atu1325,99.22433273784732,-0.1842468290528165,0.33694948141562475,-0.517645329651307,0.6243983552224363,0.7909201155423597
Atu1326,108.35807322168054,-0.4123323014630046,0.29635599574936483,-1.508449711298164,0.1604749122709317,0.41361015975304144
Atu1327,3043.532824765228,-0.17257938433964679,0.1778732512595659,-0.9811557201268152,0.3695770058741617,0.6248806707909991
Atu1328,496.11393885854994,-0.279482829186973,0.22368089353460702,-1.3653542597481645,0.21835835765546568,0.5058242404581528
Atu1329,468.89731592673456,0.1158689889103849,0.18194162134613504,0.6385157452301572,0.500409969516909,0.7780775562271872
Atu1330,6928.925772221302,-0.3045241858798932,0.14832955446389767,-1.812275401602848,0.05616348536458758,0.2063769301486281
Atu1331,2876.9373304789806,-0.10057047584675113,0.2063135261874418,-0.4732086974977134,0.6274853986418586,0.8378504430861163
Atu1332,1298.416709943765,0.16947351526045765,0.3076578735407517,0.5416113832990386,0.5663431371713856,0.8067188536111566
Atu1333,1659.1138188406624,-0.07128396482350548,0.2076154619585265,-0.3219691390872927,0.7194057065437541,0.8697413897911802
Atu1334,507.80296835249044,-0.24912050032630442,0.22193338363630838,-1.157029985272831,0.24537853155163342,0.5247615211473263
Atu1335,457.51887673275553,0.21396585420109354,0.21373457891772146,1.0142969366661427,0.29401555277683783,0.6043264957012637
Atu1336,30.550657333324327,0.08394806515017153,0.3400481967535834,0.24402500860893309,0.8058022876954738,0.8769735280212724
Atu1337,21.073651256680105,0.6582518433650262,0.4453977046000781,1.4871869185982585,0.13104285081911154,0.35655041847387703
Atu1338,1790.9892126509815,0.4785174543283889,0.19981427327153078,2.104562312904088,0.031382023329678536,0.14995403265204804
Atu1339,13542.587344010975,0.6026728498849561,0.20311661773699352,2.648836888107916,0.007220566487479871,0.04907263175176243
Atu1340,1051.6749249998934,-0.3477502937655257,0.1521675057752288,-2.1153075833090633,0.032136808294967054,0.1353938330953634
Atu1341,5120.901624993675,-0.184184796828368,0.17531366591406353,-1.06591313476756,0.2780926159191418,0.5120543301187482
Atu1342,3716.7234472380633,-0.10541043547302892,0.2641411278194883,-0.39534171189788625,0.700017152832981,0.882305411200285
Atu1343,114.9456113497464,-0.2245283017872526,0.2961824684014596,-0.7031464478507987,0.4768396998151462,0.7234185965622687
Atu1344,221.2446182982335,-0.3342930297073847,0.19605773456258876,-1.5845863103228006,0.09323309612651186,0.2711244077261527
Atu1345,563.0202505735995,0.014771266983237077,0.1530984656588873,0.09116065673853464,0.9481485580851788,0.9569957466634273
Atu1346,724.1870885561729,0.11181703550619693,0.37378550742612304,0.30397453048742495,0.7997551543305325,0.9305338508931404
Atu1347,488.0948831875086,0.675379076668915,0.29820800119926166,2.095609152026569,0.040152587505305475,0.16930638676272175
Atu1348,16207.883154494908,0.07133656284637613,0.13406270692023703,0.5582232306878356,0.5882579250361566,0.7804427039420029
Atu1349,263.0845317255386,0.2789461802380884,0.24329131942672322,1.150624575339725,0.2616651191843069,0.49104044329861113
Atu1350,576.0140747912169,-0.03675866193988866,0.18689881805396044,-0.20736323382184493,0.8524898575564417,0.9590964501252955
Atu1351,471.8022014581631,0.13353927474877467,0.20912168189251573,0.5944181199607318,0.576748566420966,0.7102228876662818
Atu1352,364.4566032323463,-0.46847710300200435,0.17230978509310843,-2.8257498501311282,0.005255884302458191,0.03997553603947382
Atu1353,372.24917618044714,-0.14428588427887376,0.22365233081300295,-0.6726919099066749,0.4929370926833925,0.7369811529951902
Atu1354,187.12357188247435,-0.31841478844038523,0.24596207213319007,-1.2453323838906702,0.19217280105415518,0.47095910620293735
Atu1355,442.5751742692006,-1.2019035290419924,0.20231583563825484,-6.111927694216633,1.2961586001795619e-09,6.694807793070677e-08
Atu1356,609.5277234307392,0.40432240914247064,0.25154686209827737,1.40180081936952,0.1254088083368139,0.36347120213504713
Atu1357,783.6705194279905,0.5973577705945003,0.2536142194234223,2.5220780971466685,0.01391039430974853,0.06986597140621756
Atu1358,212.8803010167943,0.6773321390939089,0.23827036718174488,2.896602602920191,0.003518276748590293,0.02753278001619557
